Day,Campaign,Cost,Impressions,Clicks,Conversions,Total conv. value
10/11/25,Campaign_018_AVERAGE,46.34,271,23,2,66.99
10/11/25,Campaign_019_ZERO_HOPE,77.28,274,15,0,0
10/11/25,Campaign_020_ZERO_HOPE,77.37,174,15,0,0
10/11/25,Campaign_021_ZOMBIE,185.66,884,61,3,94.92
10/11/25,Campaign_022_ZOMBIE,125.66,809,41,2,57.87
10/11/25,Campaign_023_ZERO_HOPE,94.29,251,18,0,0
10/11/25,Campaign_024_ZOMBIE,181.77,640,60,3,82.74
10/11/25,Campaign_025_AVERAGE,42.75,350,21,2,62.55
10/11/25,Campaign_026_DECAYER,112.13,671,56,0,22.49
10/11/25,Campaign_027_ZOMBIE,158.11,990,52,2,86.02
10/11/25,Campaign_028_ZOMBIE,150.31,846,50,2,69.28
10/11/25,Campaign_029_ZERO_HOPE,92.28,291,18,0,0
10/11/25,Campaign_030_AVERAGE,48.58,440,24,2,69.12
10/11/25,Campaign_031_AVERAGE,54.88,502,27,2,79.49
10/11/25,Campaign_032_ZOMBIE,141.04,841,47,2,64.29
10/11/25,Campaign_033_ZERO_HOPE,79.21,232,15,0,0
10/11/25,Campaign_034_ZOMBIE,137.08,790,45,2,72.83
10/11/25,Campaign_035_ZERO_HOPE,75.15,258,15,0,0
10/11/25,Campaign_036_ZOMBIE,194.29,1066,64,3,96.11
10/11/25,Campaign_037_ZERO_HOPE,93.24,319,18,0,0
10/11/25,Campaign_038_AVERAGE,55.57,473,27,2,81.3
10/11/25,Campaign_039_STAR,119.65,2316,119,23,494.65
10/11/25,Campaign_040_AVERAGE,61.8,414,30,3,96.32
10/11/25,Campaign_041_DECAYER,87.35,673,43,0,16.36
10/11/25,Campaign_042_ZOMBIE,178.79,667,59,2,87.17
10/11/25,Campaign_043_AVERAGE,50.55,398,25,2,73.9
10/11/25,Campaign_044_STAR,78.32,1034,78,15,319.8
10/11/25,Campaign_045_ZERO_HOPE,82.2,196,16,0,0
10/11/25,Campaign_046_AVERAGE,58.6,402,29,2,88.67
10/11/25,Campaign_047_DECAYER,85.37,786,42,0,17.92
10/11/25,Campaign_048_ZOMBIE,193.82,800,64,3,89.93
10/11/25,Campaign_049_DECAYER,102.57,921,51,0,21.45
10/11/25,Campaign_050_ZERO_HOPE,62.99,166,12,0,0
11/11/25,Campaign_001_ZERO_HOPE,56.19,165,11,0,0
11/11/25,Campaign_002_DECAYER,84.67,436,42,0,15.36
11/11/25,Campaign_003_ZERO_HOPE,93.33,210,18,0,0
11/11/25,Campaign_004_ZOMBIE,120.19,655,40,2,58.15
11/11/25,Campaign_005_ZOMBIE,150.75,665,50,2,80.07
11/11/25,Campaign_006_STAR,87.12,1363,87,17,367.69
11/11/25,Campaign_007_AVERAGE,45.31,296,22,2,71.66
11/11/25,Campaign_008_AVERAGE,58.66,532,29,2,79.62
11/11/25,Campaign_009_AVERAGE,45.58,393,22,2,66.55
11/11/25,Campaign_010_ZOMBIE,126.05,469,42,2,63.77
11/11/25,Campaign_011_ZERO_HOPE,74.04,178,14,0,0
11/11/25,Campaign_012_ZERO_HOPE,103.54,324,20,0,0
11/11/25,Campaign_013_ZOMBIE,113.34,601,37,1,59.38
11/11/25,Campaign_014_AVERAGE,37.42,192,18,1,52.17
11/11/25,Campaign_015_DECAYER,86.27,638,43,0,17.5
11/11/25,Campaign_016_ZERO_HOPE,57.16,176,11,0,0
11/11/25,Campaign_017_ZOMBIE,145.72,843,48,2,76.26
11/11/25,Campaign_018_AVERAGE,53.07,266,26,2,75.49
11/11/25,Campaign_019_ZERO_HOPE,89.92,268,17,0,0
11/11/25,Campaign_020_ZERO_HOPE,102.15,372,20,0,0
11/11/25,Campaign_021_ZOMBIE,112.97,503,37,1,58.43
11/11/25,Campaign_022_ZOMBIE,107.52,402,35,1,57.37
11/11/25,Campaign_023_ZERO_HOPE,102.82,218,20,0,0
11/11/25,Campaign_024_ZOMBIE,167.61,586,55,2,83.07
11/11/25,Campaign_025_AVERAGE,35.75,223,17,1,58.23
11/11/25,Campaign_026_DECAYER,77,692,38,0,14.65
11/11/25,Campaign_027_ZOMBIE,150.49,956,50,2,73.33
11/11/25,Campaign_028_ZOMBIE,110.37,710,36,1,59.49
11/11/25,Campaign_029_ZERO_HOPE,76.8,167,15,0,0
11/11/25,Campaign_030_AVERAGE,58.82,535,29,2,90.17
11/11/25,Campaign_031_AVERAGE,51.07,402,25,2,84.1
11/11/25,Campaign_032_ZOMBIE,112.17,711,37,1,56.96
11/11/25,Campaign_033_ZERO_HOPE,89.33,197,17,0,0
11/11/25,Campaign_034_ZOMBIE,138.81,503,46,2,76.2
11/11/25,Campaign_035_ZERO_HOPE,70.87,267,14,0,0
11/11/25,Campaign_036_ZOMBIE,159.44,614,53,2,76.78
11/11/25,Campaign_037_ZERO_HOPE,61.99,126,12,0,0
11/11/25,Campaign_038_AVERAGE,37.78,234,18,1,54.85
11/11/25,Campaign_039_STAR,109.62,1788,109,21,434.46
11/11/25,Campaign_040_AVERAGE,58.54,457,29,2,89.55
11/11/25,Campaign_041_DECAYER,123.21,911,61,0,25.32
11/11/25,Campaign_042_ZOMBIE,142.72,632,47,2,76.7
11/11/25,Campaign_043_AVERAGE,42.28,394,21,2,65.34
11/11/25,Campaign_044_STAR,122.09,2153,122,24,473.34
11/11/25,Campaign_045_ZERO_HOPE,94.58,274,18,0,0
11/11/25,Campaign_046_AVERAGE,45.41,320,22,2,64.02
11/11/25,Campaign_047_DECAYER,85.15,612,42,0,16.58
11/11/25,Campaign_048_ZOMBIE,143.29,802,47,2,66.68
11/11/25,Campaign_049_DECAYER,120.03,1131,60,0,25.41
11/11/25,Campaign_050_ZERO_HOPE,75.42,297,15,0,0
12/11/25,Campaign_001_ZERO_HOPE,89.97,332,17,0,0
12/11/25,Campaign_002_DECAYER,104.54,934,52,0,18.99
12/11/25,Campaign_003_ZERO_HOPE,58.82,123,11,0,0
12/11/25,Campaign_004_ZOMBIE,143.77,887,47,2,71.83
12/11/25,Campaign_005_ZOMBIE,113.2,576,37,1,59.13
12/11/25,Campaign_006_STAR,87.42,945,87,17,368.7
12/11/25,Campaign_007_AVERAGE,53.18,513,26,2,81.83
12/11/25,Campaign_008_AVERAGE,52.33,502,26,2,72.7
12/11/25,Campaign_009_AVERAGE,57.25,356,28,2,90.07
12/11/25,Campaign_010_ZOMBIE,186.32,670,62,3,100.56
12/11/25,Campaign_011_ZERO_HOPE,97.05,280,19,0,0
12/11/25,Campaign_012_ZERO_HOPE,97.68,299,19,0,0
12/11/25,Campaign_013_ZOMBIE,146.26,919,48,2,74.91
12/11/25,Campaign_014_AVERAGE,58.61,308,29,2,80.06
12/11/25,Campaign_015_DECAYER,88.89,838,44,0,17.91
12/11/25,Campaign_016_ZERO_HOPE,101.92,372,20,0,0
12/11/25,Campaign_017_ZOMBIE,122.96,644,40,2,55.8
12/11/25,Campaign_018_AVERAGE,60.68,573,30,3,92.03
12/11/25,Campaign_019_ZERO_HOPE,100.24,367,20,0,0
12/11/25,Campaign_020_ZERO_HOPE,95.44,314,19,0,0
12/11/25,Campaign_021_ZOMBIE,142.47,912,47,2,77.07
12/11/25,Campaign_022_ZOMBIE,128.83,536,42,2,65.48
12/11/25,Campaign_023_ZERO_HOPE,57.1,209,11,0,0
12/11/25,Campaign_024_ZOMBIE,165.62,620,55,2,84.03
12/11/25,Campaign_025_AVERAGE,60.37,444,30,3,95.55
12/11/25,Campaign_026_DECAYER,102.2,997,51,0,19.51
12/11/25,Campaign_027_ZOMBIE,139.01,572,46,2,67.16
12/11/25,Campaign_028_ZOMBIE,176.13,747,58,2,86.48
12/11/25,Campaign_029_ZERO_HOPE,67.97,254,13,0,0
12/11/25,Campaign_030_AVERAGE,56.59,355,28,2,79.55
12/11/25,Campaign_031_AVERAGE,61.52,594,30,3,87.99
12/11/25,Campaign_032_ZOMBIE,160.76,940,53,2,87.09
12/11/25,Campaign_033_ZERO_HOPE,68.24,156,13,0,0
12/11/25,Campaign_034_ZOMBIE,121.73,562,40,2,66.53
12/11/25,Campaign_035_ZERO_HOPE,69.96,147,13,0,0
12/11/25,Campaign_036_ZOMBIE,135.5,603,45,2,70.73
12/11/25,Campaign_037_ZERO_HOPE,78.93,262,15,0,0
12/11/25,Campaign_038_AVERAGE,43.5,403,21,2,61.78
12/11/25,Campaign_039_STAR,128.57,1655,128,25,547.48
12/11/25,Campaign_040_AVERAGE,48.02,410,24,2,74.99
12/11/25,Campaign_041_DECAYER,114.04,1073,57,0,22.66
12/11/25,Campaign_042_ZOMBIE,149.61,900,49,2,77.36
12/11/25,Campaign_043_AVERAGE,59.16,510,29,2,81.89
12/11/25,Campaign_044_STAR,113.66,1165,113,22,475.97
12/11/25,Campaign_045_ZERO_HOPE,99.87,364,19,0,0
12/11/25,Campaign_046_AVERAGE,53.57,414,26,2,84.55
12/11/25,Campaign_047_DECAYER,107.81,1021,53,0,22.25
12/11/25,Campaign_048_ZOMBIE,124.66,672,41,2,61.21
12/11/25,Campaign_049_DECAYER,111.63,975,55,0,23.07
12/11/25,Campaign_050_ZERO_HOPE,79.82,231,15,0,0
13/11/25,Campaign_001_ZERO_HOPE,68.16,190,13,0,0
13/11/25,Campaign_002_DECAYER,105.2,841,52,0,22.73
13/11/25,Campaign_003_ZERO_HOPE,83.69,247,16,0,0
13/11/25,Campaign_004_ZOMBIE,106.12,523,35,1,51.78
13/11/25,Campaign_005_ZOMBIE,161.62,818,53,2,79.14
13/11/25,Campaign_006_STAR,80.24,1556,80,16,289.71
13/11/25,Campaign_007_AVERAGE,61.01,399,30,3,86.51
13/11/25,Campaign_008_AVERAGE,63.53,419,31,3,93.77
13/11/25,Campaign_009_AVERAGE,64.02,532,32,3,86.74
13/11/25,Campaign_010_ZOMBIE,155.39,763,51,2,71.6
13/11/25,Campaign_011_ZERO_HOPE,60.27,192,12,0,0
13/11/25,Campaign_012_ZERO_HOPE,98.09,314,19,0,0
13/11/25,Campaign_013_ZOMBIE,140.5,586,46,2,63.67
13/11/25,Campaign_014_AVERAGE,59.37,467,29,2,80.9
13/11/25,Campaign_015_DECAYER,88.56,703,44,0,16.89
13/11/25,Campaign_016_ZERO_HOPE,89.53,305,17,0,0
13/11/25,Campaign_017_ZOMBIE,180.71,905,60,3,85.41
13/11/25,Campaign_018_AVERAGE,45.51,288,22,2,70.28
13/11/25,Campaign_019_ZERO_HOPE,86.58,219,17,0,0
13/11/25,Campaign_020_ZERO_HOPE,80.26,222,16,0,0
13/11/25,Campaign_021_ZOMBIE,188.89,1076,62,3,93.65
13/11/25,Campaign_022_ZOMBIE,166.97,1063,55,2,88.02
13/11/25,Campaign_023_ZERO_HOPE,92.99,237,18,0,0
13/11/25,Campaign_024_ZOMBIE,185.51,1063,61,3,92.81
13/11/25,Campaign_025_AVERAGE,39.82,225,19,1,58.09
13/11/25,Campaign_026_DECAYER,94.17,835,47,0,18.75
13/11/25,Campaign_027_ZOMBIE,130.55,735,43,2,59.41
13/11/25,Campaign_028_ZOMBIE,186.95,1020,62,3,92.28
13/11/25,Campaign_029_ZERO_HOPE,96.1,367,19,0,0
13/11/25,Campaign_030_AVERAGE,50.26,359,25,2,68.8
13/11/25,Campaign_031_AVERAGE,37.22,347,18,1,57.27
13/11/25,Campaign_032_ZOMBIE,190.48,1070,63,3,87.64
13/11/25,Campaign_033_ZERO_HOPE,96.18,266,19,0,0
13/11/25,Campaign_034_ZOMBIE,184.6,1106,61,3,94.96
13/11/25,Campaign_035_ZERO_HOPE,78.97,299,15,0,0
13/11/25,Campaign_036_ZOMBIE,175.64,1067,58,2,88.91
13/11/25,Campaign_037_ZERO_HOPE,101.27,265,20,0,0
13/11/25,Campaign_038_AVERAGE,54.06,509,27,2,74.14
13/11/25,Campaign_039_STAR,99.93,1418,99,19,439.58
13/11/25,Campaign_040_AVERAGE,47.38,434,23,2,72.39
13/11/25,Campaign_041_DECAYER,128.57,741,64,0,28.12
13/11/25,Campaign_042_ZOMBIE,154.01,921,51,2,70.39
13/11/25,Campaign_043_AVERAGE,57.72,341,28,2,91.53
13/11/25,Campaign_044_STAR,98.85,1726,98,19,368.9
13/11/25,Campaign_045_ZERO_HOPE,77.59,265,15,0,0
13/11/25,Campaign_046_AVERAGE,55.61,363,27,2,83.34
13/11/25,Campaign_047_DECAYER,74.05,586,37,0,13.35
13/11/25,Campaign_048_ZOMBIE,129.92,766,43,2,61.95
13/11/25,Campaign_049_DECAYER,122.09,703,61,0,25.89
13/11/25,Campaign_050_ZERO_HOPE,62.31,157,12,0,0
14/11/25,Campaign_001_ZERO_HOPE,76.84,289,15,0,0
14/11/25,Campaign_002_DECAYER,115.44,883,57,0,21.3
14/11/25,Campaign_003_ZERO_HOPE,74.34,189,14,0,0
14/11/25,Campaign_004_ZOMBIE,152.98,871,50,2,70.89
14/11/25,Campaign_005_ZOMBIE,167.36,608,55,2,83.08
14/11/25,Campaign_006_STAR,74.17,1094,74,14,304.34
14/11/25,Campaign_007_AVERAGE,42.65,330,21,2,59.36
14/11/25,Campaign_008_AVERAGE,55.21,536,27,2,79.89
14/11/25,Campaign_009_AVERAGE,58.28,511,29,2,96
14/11/25,Campaign_010_ZOMBIE,170.79,834,56,2,81.86
14/11/25,Campaign_011_ZERO_HOPE,59.99,174,11,0,0
14/11/25,Campaign_012_ZERO_HOPE,73.34,184,14,0,0
14/11/25,Campaign_013_ZOMBIE,107.39,541,35,1,53.18
14/11/25,Campaign_014_AVERAGE,45.39,293,22,2,72.73
14/11/25,Campaign_015_DECAYER,108.84,700,54,0,23.49
14/11/25,Campaign_016_ZERO_HOPE,82.86,301,16,0,0
14/11/25,Campaign_017_ZOMBIE,152.82,566,50,2,79.43
14/11/25,Campaign_018_AVERAGE,61.99,579,30,3,93.98
14/11/25,Campaign_019_ZERO_HOPE,73.3,167,14,0,0
14/11/25,Campaign_020_ZERO_HOPE,71.81,211,14,0,0
14/11/25,Campaign_021_ZOMBIE,182.06,750,60,3,86.68
14/11/25,Campaign_022_ZOMBIE,191.12,711,63,3,100.15
14/11/25,Campaign_023_ZERO_HOPE,69.99,247,13,0,0
14/11/25,Campaign_024_ZOMBIE,117.43,539,39,1,58.87
14/11/25,Campaign_025_AVERAGE,46.12,451,23,2,66.69
14/11/25,Campaign_026_DECAYER,72.06,605,36,0,13.13
14/11/25,Campaign_027_ZOMBIE,105.04,489,35,1,51.18
14/11/25,Campaign_028_ZOMBIE,117.88,636,39,1,58.07
14/11/25,Campaign_029_ZERO_HOPE,96.97,283,19,0,0
14/11/25,Campaign_030_AVERAGE,61.34,434,30,3,93.13
14/11/25,Campaign_031_AVERAGE,61.34,483,30,3,88.52
14/11/25,Campaign_032_ZOMBIE,192.08,653,64,3,105.09
14/11/25,Campaign_033_ZERO_HOPE,56.99,128,11,0,0
14/11/25,Campaign_034_ZOMBIE,109.71,597,36,1,54.46
14/11/25,Campaign_035_ZERO_HOPE,58.47,167,11,0,0
14/11/25,Campaign_036_ZOMBIE,186,914,62,3,99.59
14/11/25,Campaign_037_ZERO_HOPE,97.55,374,19,0,0
14/11/25,Campaign_038_AVERAGE,63.14,442,31,3,88.24
14/11/25,Campaign_039_STAR,100.33,1527,100,20,406.23
14/11/25,Campaign_040_AVERAGE,55.9,467,27,2,77.94
14/11/25,Campaign_041_DECAYER,73.8,568,36,0,13.92
14/11/25,Campaign_042_ZOMBIE,178.25,1062,59,2,83.14
14/11/25,Campaign_043_AVERAGE,37.08,214,18,1,57.43
14/11/25,Campaign_044_STAR,119.9,2052,119,23,506.7
14/11/25,Campaign_045_ZERO_HOPE,102.83,359,20,0,0
14/11/25,Campaign_046_AVERAGE,61.43,430,30,3,85.38
14/11/25,Campaign_047_DECAYER,114.34,1072,57,0,22.82
14/11/25,Campaign_048_ZOMBIE,189.83,957,63,3,96.29
14/11/25,Campaign_049_DECAYER,124.51,1060,62,0,26.62
14/11/25,Campaign_050_ZERO_HOPE,89.77,208,17,0,0
15/11/25,Campaign_001_ZERO_HOPE,95.81,207,19,0,0
15/11/25,Campaign_002_DECAYER,122.19,668,61,0,23.18
15/11/25,Campaign_003_ZERO_HOPE,88.36,294,17,0,0
15/11/25,Campaign_004_ZOMBIE,105.12,547,35,1,49.49
15/11/25,Campaign_005_ZOMBIE,151.13,840,50,2,75.22
15/11/25,Campaign_006_STAR,99.75,1129,99,19,378.34
15/11/25,Campaign_007_AVERAGE,63.61,444,31,3,88.09
15/11/25,Campaign_008_AVERAGE,41.25,350,20,2,62.47
15/11/25,Campaign_009_AVERAGE,41.35,329,20,2,59.26
15/11/25,Campaign_010_ZOMBIE,119.84,620,39,1,63.18
15/11/25,Campaign_011_ZERO_HOPE,65.78,247,13,0,0
15/11/25,Campaign_012_ZERO_HOPE,97.23,313,19,0,0
15/11/25,Campaign_013_ZOMBIE,111.27,652,37,1,54.72
15/11/25,Campaign_014_AVERAGE,39.47,368,19,1,64.27
15/11/25,Campaign_015_DECAYER,99.46,596,49,0,19.31
15/11/25,Campaign_016_ZERO_HOPE,89.88,179,17,0,0
15/11/25,Campaign_017_ZOMBIE,164.35,773,54,2,86.12
15/11/25,Campaign_018_AVERAGE,38.67,246,19,1,53.85
15/11/25,Campaign_019_ZERO_HOPE,97.45,193,19,0,0
15/11/25,Campaign_020_ZERO_HOPE,97.56,197,19,0,0
15/11/25,Campaign_021_ZOMBIE,151.58,816,50,2,76.42
15/11/25,Campaign_022_ZOMBIE,133.79,832,44,2,66.39
15/11/25,Campaign_023_ZERO_HOPE,92.25,270,18,0,0
15/11/25,Campaign_024_ZOMBIE,158.56,649,52,2,85.63
15/11/25,Campaign_025_AVERAGE,57.14,366,28,2,90.77
15/11/25,Campaign_026_DECAYER,87.16,529,43,0,18.46
15/11/25,Campaign_027_ZOMBIE,111.46,450,37,1,52.95
15/11/25,Campaign_028_ZOMBIE,107.06,663,35,1,50.55
15/11/25,Campaign_029_ZERO_HOPE,80.68,189,16,0,0
15/11/25,Campaign_030_AVERAGE,50.55,434,25,2,79.62
15/11/25,Campaign_031_AVERAGE,59.02,414,29,2,89.51
15/11/25,Campaign_032_ZOMBIE,185.3,784,61,3,88.75
15/11/25,Campaign_033_ZERO_HOPE,58.71,160,11,0,0
15/11/25,Campaign_034_ZOMBIE,116.95,577,38,1,56.21
15/11/25,Campaign_035_ZERO_HOPE,62.3,199,12,0,0
15/11/25,Campaign_036_ZOMBIE,148.3,852,49,2,67.7
15/11/25,Campaign_037_ZERO_HOPE,100.69,286,20,0,0
15/11/25,Campaign_038_AVERAGE,54.93,367,27,2,80.45
15/11/25,Campaign_039_STAR,72.83,774,72,14,274.3
15/11/25,Campaign_040_AVERAGE,59.09,375,29,2,97.38
15/11/25,Campaign_041_DECAYER,87.56,468,43,0,17.89
15/11/25,Campaign_042_ZOMBIE,160.27,548,53,2,78.47
15/11/25,Campaign_043_AVERAGE,42.71,349,21,2,67.58
15/11/25,Campaign_044_STAR,120.28,1204,120,24,455.87
15/11/25,Campaign_045_ZERO_HOPE,68.96,218,13,0,0
15/11/25,Campaign_046_AVERAGE,64.63,355,32,3,90.65
15/11/25,Campaign_047_DECAYER,117.75,910,58,0,25.87
15/11/25,Campaign_048_ZOMBIE,182.15,688,60,3,97.45
15/11/25,Campaign_049_DECAYER,76.51,717,38,0,15.63
15/11/25,Campaign_050_ZERO_HOPE,85.32,323,17,0,0
16/11/25,Campaign_001_ZERO_HOPE,77.08,245,15,0,0
16/11/25,Campaign_002_DECAYER,75.67,400,37,0,15.16
16/11/25,Campaign_003_ZERO_HOPE,103.48,223,20,0,0
16/11/25,Campaign_004_ZOMBIE,155.08,973,51,2,83.37
16/11/25,Campaign_005_ZOMBIE,132.61,688,44,2,64.92
16/11/25,Campaign_006_STAR,120.76,2060,120,24,471.64
16/11/25,Campaign_007_AVERAGE,54.25,412,27,2,87.77
16/11/25,Campaign_008_AVERAGE,35.34,314,17,1,48.22
16/11/25,Campaign_009_AVERAGE,43.04,293,21,2,70.53
16/11/25,Campaign_010_ZOMBIE,146.83,561,48,2,80.57
16/11/25,Campaign_011_ZERO_HOPE,101.76,216,20,0,0
16/11/25,Campaign_012_ZERO_HOPE,84.26,298,16,0,0
16/11/25,Campaign_013_ZOMBIE,111.23,732,37,1,60.94
16/11/25,Campaign_014_AVERAGE,45.38,317,22,2,61.31
16/11/25,Campaign_015_DECAYER,76.27,439,38,0,14.67
16/11/25,Campaign_016_ZERO_HOPE,72.74,213,14,0,0
16/11/25,Campaign_017_ZOMBIE,139.11,613,46,2,62.74
16/11/25,Campaign_018_AVERAGE,44.5,397,22,2,65.85
16/11/25,Campaign_019_ZERO_HOPE,83.92,185,16,0,0
16/11/25,Campaign_020_ZERO_HOPE,64.26,171,12,0,0
16/11/25,Campaign_021_ZOMBIE,175.42,757,58,2,87.57
16/11/25,Campaign_022_ZOMBIE,182.35,958,60,3,91.89
16/11/25,Campaign_023_ZERO_HOPE,65.53,153,13,0,0
16/11/25,Campaign_024_ZOMBIE,186.22,666,62,3,88.08
16/11/25,Campaign_025_AVERAGE,45.72,292,22,2,70.4
16/11/25,Campaign_026_DECAYER,75.12,404,37,0,13.94
16/11/25,Campaign_027_ZOMBIE,182.78,873,60,3,99.27
16/11/25,Campaign_028_ZOMBIE,106.89,434,35,1,50.3
16/11/25,Campaign_029_ZERO_HOPE,74.09,262,14,0,0
16/11/25,Campaign_030_AVERAGE,59.67,412,29,2,82.45
16/11/25,Campaign_031_AVERAGE,61.95,519,30,3,100.1
16/11/25,Campaign_032_ZOMBIE,122.22,685,40,2,61.11
16/11/25,Campaign_033_ZERO_HOPE,84.88,230,16,0,0
16/11/25,Campaign_034_ZOMBIE,141.75,895,47,2,75.71
16/11/25,Campaign_035_ZERO_HOPE,63.37,179,12,0,0
16/11/25,Campaign_036_ZOMBIE,179.68,1125,59,2,96.69
16/11/25,Campaign_037_ZERO_HOPE,99.63,196,19,0,0
16/11/25,Campaign_038_AVERAGE,50.82,446,25,2,79.02
16/11/25,Campaign_039_STAR,110.12,1800,110,22,439.08
16/11/25,Campaign_040_AVERAGE,42.38,344,21,2,69.32
16/11/25,Campaign_041_DECAYER,76.59,449,38,0,15.55
16/11/25,Campaign_042_ZOMBIE,145.75,721,48,2,77.45
16/11/25,Campaign_043_AVERAGE,54.24,409,27,2,83.92
16/11/25,Campaign_044_STAR,111.96,1882,111,22,417.22
16/11/25,Campaign_045_ZERO_HOPE,56.52,183,11,0,0
16/11/25,Campaign_046_AVERAGE,57.01,442,28,2,86.8
16/11/25,Campaign_047_DECAYER,74.29,532,37,0,14.05
16/11/25,Campaign_048_ZOMBIE,133.77,479,44,2,69.28
16/11/25,Campaign_049_DECAYER,74.69,447,37,0,16.22
16/11/25,Campaign_050_ZERO_HOPE,77.02,178,15,0,0
17/11/25,Campaign_001_ZERO_HOPE,65.66,259,13,0,0
17/11/25,Campaign_002_DECAYER,80.1,797,40,0,17.14
17/11/25,Campaign_003_ZERO_HOPE,84.98,290,16,0,0
17/11/25,Campaign_004_ZOMBIE,155.13,796,51,2,71.95
17/11/25,Campaign_005_ZOMBIE,172.75,1013,57,2,87.25
17/11/25,Campaign_006_STAR,95.52,1451,95,19,396.97
17/11/25,Campaign_007_AVERAGE,48.87,257,24,2,67.41
17/11/25,Campaign_008_AVERAGE,35.4,221,17,1,49.63
17/11/25,Campaign_009_AVERAGE,62.36,568,31,3,95.61
17/11/25,Campaign_010_ZOMBIE,115.95,608,38,1,60.37
17/11/25,Campaign_011_ZERO_HOPE,63.07,228,12,0,0
17/11/25,Campaign_012_ZERO_HOPE,94.64,193,18,0,0
17/11/25,Campaign_013_ZOMBIE,106.17,502,35,1,50.48
17/11/25,Campaign_014_AVERAGE,61.53,403,30,3,92.86
17/11/25,Campaign_015_DECAYER,104.28,754,52,0,21.17
17/11/25,Campaign_016_ZERO_HOPE,77.81,238,15,0,0
17/11/25,Campaign_017_ZOMBIE,194.29,898,64,3,88.22
17/11/25,Campaign_018_AVERAGE,39.32,235,19,1,57.5
17/11/25,Campaign_019_ZERO_HOPE,98.03,360,19,0,0
17/11/25,Campaign_020_ZERO_HOPE,64.74,236,12,0,0
17/11/25,Campaign_021_ZOMBIE,151.87,737,50,2,75.78
17/11/25,Campaign_022_ZOMBIE,178.06,1091,59,2,86.09
17/11/25,Campaign_023_ZERO_HOPE,100.54,279,20,0,0
17/11/25,Campaign_024_ZOMBIE,171.8,940,57,2,87.87
17/11/25,Campaign_025_AVERAGE,46.51,386,23,2,65.15
17/11/25,Campaign_026_DECAYER,105.85,1031,52,0,20.56
17/11/25,Campaign_027_ZOMBIE,150.68,576,50,2,82.48
17/11/25,Campaign_028_ZOMBIE,128.19,819,42,2,65.08
17/11/25,Campaign_029_ZERO_HOPE,68.83,197,13,0,0
17/11/25,Campaign_030_AVERAGE,59.66,402,29,2,82.4
17/11/25,Campaign_031_AVERAGE,38.01,291,19,1,52.64
17/11/25,Campaign_032_ZOMBIE,166.8,838,55,2,80.74
17/11/25,Campaign_033_ZERO_HOPE,57.71,152,11,0,0
17/11/25,Campaign_034_ZOMBIE,167.09,847,55,2,89.41
17/11/25,Campaign_035_ZERO_HOPE,78.1,222,15,0,0
17/11/25,Campaign_036_ZOMBIE,186.18,1124,62,3,87.6
17/11/25,Campaign_037_ZERO_HOPE,95.13,272,19,0,0
17/11/25,Campaign_038_AVERAGE,62.9,439,31,3,98.3
17/11/25,Campaign_039_STAR,74.83,780,74,14,314.03
17/11/25,Campaign_040_AVERAGE,39.89,270,19,1,64.22
17/11/25,Campaign_041_DECAYER,74.14,498,37,0,15.51
17/11/25,Campaign_042_ZOMBIE,178.16,745,59,2,81.52
17/11/25,Campaign_043_AVERAGE,40.85,361,20,2,64.21
17/11/25,Campaign_044_STAR,90.59,1571,90,18,394.76
17/11/25,Campaign_045_ZERO_HOPE,63.91,180,12,0,0
17/11/25,Campaign_046_AVERAGE,36.28,258,18,1,57.18
17/11/25,Campaign_047_DECAYER,75.23,520,37,0,16.43
17/11/25,Campaign_048_ZOMBIE,129.97,789,43,2,62.92
17/11/25,Campaign_049_DECAYER,82.88,540,41,0,15.67
17/11/25,Campaign_050_ZERO_HOPE,88.45,305,17,0,0
18/11/25,Campaign_001_ZERO_HOPE,93.57,304,18,0,0
18/11/25,Campaign_002_DECAYER,117.06,968,58,0,24.47
18/11/25,Campaign_003_ZERO_HOPE,90.1,354,18,0,0
18/11/25,Campaign_004_ZOMBIE,177.4,1074,59,2,83.35
18/11/25,Campaign_005_ZOMBIE,155.98,670,51,2,85.42
18/11/25,Campaign_006_STAR,83.83,1620,83,16,346.32
18/11/25,Campaign_007_AVERAGE,47.13,287,23,2,65.32
18/11/25,Campaign_008_AVERAGE,43.54,318,21,2,61.65
18/11/25,Campaign_009_AVERAGE,59.24,355,29,2,84.72
18/11/25,Campaign_010_ZOMBIE,126.54,460,42,2,66.34
18/11/25,Campaign_011_ZERO_HOPE,93.92,320,18,0,0
18/11/25,Campaign_012_ZERO_HOPE,73.68,188,14,0,0
18/11/25,Campaign_013_ZOMBIE,120.37,600,40,2,54.19
18/11/25,Campaign_014_AVERAGE,38.87,240,19,1,56.97
18/11/25,Campaign_015_DECAYER,115.48,892,57,0,22.68
18/11/25,Campaign_016_ZERO_HOPE,102.98,375,20,0,0
18/11/25,Campaign_017_ZOMBIE,142.49,901,47,2,70.7
18/11/25,Campaign_018_AVERAGE,50.39,427,25,2,74.75
18/11/25,Campaign_019_ZERO_HOPE,82.4,196,16,0,0
18/11/25,Campaign_020_ZERO_HOPE,69.01,255,13,0,0
18/11/25,Campaign_021_ZOMBIE,151.98,869,50,2,79.11
18/11/25,Campaign_022_ZOMBIE,193.54,785,64,3,93.12
18/11/25,Campaign_023_ZERO_HOPE,69.44,150,13,0,0
